gender	age	Average_age	Types
M	45	24.8	['Drama', 'Action', 'Adventure', 'Comedy', 'Thriller']
M	56	37.52	['Drama', 'Thriller', 'War', 'Crime', 'Sci-Fi']
M	18	22.12	['Action', 'Drama', 'Comedy', 'Thriller', 'Romance']
F	35	30.54	['Drama', 'Comedy', 'Romance', 'War', 'Documentary']
M	18	30.06	['Drama', 'Comedy', 'Romance', 'Action', 'Documentary']
M	50	30.18	['Horror', 'Comedy', 'Drama', 'Action', 'Thriller']
M	18	28.46	['Drama', 'Action', 'Comedy', 'Adventure', 'Animation']
M	25	52.56	['Drama', 'War', 'Film-Noir', 'Documentary', 'Comedy']
F	18	31.2	['Drama', 'Action', 'War', 'Thriller', 'Comedy']
M	25	37.52	['Drama', 'Action', 'Comedy', 'Adventure', 'Thriller']
M	18	32.44	['Horror', 'Action', 'Thriller', 'Sci-Fi', 'Comedy']
M	25	43.52	['Drama', 'War', 'Comedy', 'Film-Noir', 'Thriller']
M	25	39.1	['Drama', 'Sci-Fi', 'Action', 'Horror', 'Thriller']
F	25	30.2	['Drama', 'Comedy', 'Romance', 'Action', 'Thriller']
M	56	34.66	['Drama', 'Action', 'War', 'Comedy', 'Adventure']
M	45	34.54	['Drama', 'Action', 'War', 'Comedy', 'Adventure']
M	1	23.64	['Drama', 'Comedy', 'Thriller', 'Crime', 'Animation']
M	1	28.0	['Drama', 'Action', 'Thriller', 'Adventure', 'Comedy']
M	56	36.66	['Drama', 'War', 'Comedy', 'Action', 'Romance']
M	50	53.3	['Comedy', 'Drama', 'War', 'Thriller', 'Romance']
F	25	28.66	['Drama', 'Comedy', 'Documentary', 'Crime', 'Action']
M	25	48.94	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Romance']
M	25	23.84	['Drama', 'Thriller', 'Comedy', 'Action', 'Romance']
M	25	32.2	['Drama', 'Action', 'Comedy', 'War', 'Crime']
M	18	31.18	['Drama', 'Comedy', 'Documentary', 'Action', 'Thriller']
M	45	31.7	['Drama', 'Comedy', 'Documentary', 'War', 'Thriller']
F	25	23.62	['Drama', 'Comedy', 'Documentary', 'Sci-Fi', 'Romance']
M	56	34.72	['Drama', 'Comedy', 'Action', 'Animation', 'Thriller']
M	25	32.3	['Comedy', 'Drama', 'Romance', 'Documentary', 'Animation']
M	18	26.58	['Drama', 'Action', 'War', 'Adventure', 'Comedy']
M	25	39.2	['Drama', 'War', 'Action', 'Comedy', 'Thriller']
F	35	19.98	['Drama', 'Comedy', 'Documentary', 'Romance', 'Thriller']
F	56	37.56	['Drama', 'Comedy', 'Romance', 'Documentary', 'Crime']
M	18	51.88	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
M	18	36.2	['Drama', 'Action', 'Thriller', 'Adventure', 'War']
F	35	34.06	['Drama', 'Comedy', 'Romance', 'Documentary', "Children's"]
M	25	51.52	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	18	24.2	['Comedy', 'Drama', 'Animation', 'Action', 'Romance']
M	18	36.14	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
F	25	22.0	['Drama', 'Comedy', 'Romance', 'War', 'Action']
M	18	28.1	['Drama', 'Comedy', 'Documentary', 'Crime', 'Action']
M	35	34.78	['Drama', 'Comedy', 'Animation', 'Documentary', 'War']
M	25	34.4	['Drama', 'Comedy', 'Thriller', 'Crime', 'Animation']
F	25	31.12	['Comedy', 'Drama', 'Adventure', 'Crime', 'Animation']
M	18	43.96	['Drama', 'Documentary', 'Comedy', 'Film-Noir', 'Action']
F	25	34.82	['Drama', 'Comedy', 'War', 'Action', 'Crime']
M	35	34.9	['Comedy', 'Drama', 'Romance', 'Documentary', 'Musical']
F	25	37.22	['Drama', 'Documentary', 'Thriller', 'Comedy', 'War']
M	35	27.28	['Drama', 'Crime', 'Comedy', 'Action', 'War']
M	18	40.28	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
F	25	21.68	['Action', 'Thriller', 'Drama', 'Comedy', 'Romance']
M	35	33.78	['Drama', 'Romance', 'War', 'Comedy', 'Crime']
M	25	35.62	['Drama', 'Thriller', 'Action', 'Comedy', 'War']
M	45	46.06	['Drama', 'Thriller', 'Comedy', 'Film-Noir', 'War']
M	50	43.34	['Drama', 'War', 'Action', 'Thriller', 'Adventure']
M	35	46.74	['Drama', 'Comedy', 'Film-Noir', 'Documentary', 'Thriller']
F	18	23.68	['Drama', 'Comedy', 'Thriller', 'Romance', 'Crime']
M	18	25.94	['Drama', 'Comedy', 'Romance', 'Action', 'Thriller']
M	25	35.68	['Drama', 'Action', 'Comedy', 'Crime', 'Thriller']
M	18	48.76	['Drama', 'Comedy', 'War', 'Adventure', 'Documentary']
M	45	33.7	['Drama', 'Comedy', 'Thriller', 'Crime', 'Action']
F	25	20.44	['Drama', 'Comedy', 'Romance', 'Documentary', 'Thriller']
M	18	34.78	['Drama', 'Comedy', 'War', 'Action', 'Adventure']
F	45	44.9	['Comedy', 'Drama', 'Horror', 'Romance', 'Sci-Fi']
M	45	36.9	['Drama', 'Action', 'Thriller', 'Comedy', 'War']
M	35	49.7	['Drama', 'Comedy', 'Thriller', 'Documentary', 'Romance']
M	45	30.78	['Drama', 'Action', 'Sci-Fi', 'Thriller', 'Documentary']
M	18	28.94	['Drama', 'Documentary', 'Comedy', 'War', 'Adventure']
F	35	36.24	['Drama', 'Comedy', 'War', 'Animation', 'Thriller']
F	35	42.58	['Drama', 'Comedy', 'Thriller', 'War', 'Film-Noir']
F	45	44.78	['Drama', 'Comedy', 'War', 'Thriller', 'Film-Noir']
F	25	41.26	['Drama', 'Comedy', 'Romance', 'Thriller', 'Adventure']
M	25	38.5	['Drama', 'Comedy', 'Adventure', 'Action', 'Thriller']
M	45	37.76	['Drama', 'Documentary', 'Comedy', 'Thriller', 'War']
M	35	50.44	['Drama', 'War', 'Action', 'Romance', 'Adventure']
M	1	23.88	['Drama', 'Action', 'War', 'Thriller', 'Comedy']
M	50	47.3	['Drama', 'Thriller', 'Film-Noir', 'War', 'Crime']
M	35	36.68	['Drama', 'Thriller', 'Comedy', 'Action', 'Crime']
M	25	48.1	['Drama', 'Thriller', 'War', 'Action', 'Mystery']
M	25	35.9	['Drama', 'Crime', 'Comedy', 'Thriller', 'Action']
M	18	41.2	['Drama', 'War', 'Crime', 'Action', 'Sci-Fi']
M	35	41.62	['Drama', 'War', 'Comedy', 'Action', 'Thriller']
M	25	25.36	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	25	47.92	['Drama', 'War', 'Comedy', 'Documentary', 'Thriller']
M	18	23.02	['Comedy', 'Action', 'Drama', 'Romance', 'Documentary']
M	25	28.36	['Drama', 'Comedy', 'Documentary', 'Animation', 'War']
M	25	36.74	['Drama', 'War', 'Comedy', 'Thriller', 'Crime']
M	25	37.98	['Drama', 'War', 'Action', 'Comedy', 'Adventure']
M	25	30.52	['Drama', 'Action', 'Thriller', 'Comedy', 'Adventure']
M	25	45.2	['Drama', 'Documentary', 'Comedy', 'Film-Noir', 'Crime']
M	45	37.48	['Drama', 'Action', 'Thriller', 'Crime', 'Sci-Fi']
M	35	34.5	['Drama', 'Horror', 'Thriller', 'Documentary', 'Action']
M	56	34.52	['Drama', 'Comedy', 'Documentary', 'Animation', 'Romance']
M	50	24.88	['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']
M	45	56.64	['Drama', 'Comedy', 'Romance', 'Film-Noir', "Children's"]
M	25	30.1	['Drama', 'Comedy', 'War', 'Documentary', 'Romance']
M	25	45.06	['Drama', 'Documentary', 'Comedy', 'Thriller', 'Crime']
F	45	32.74	['Drama', 'Romance', 'Comedy', 'War', "Children's"]
M	45	36.5	['Drama', 'Thriller', 'Action', 'Horror', 'Adventure']
M	18	33.02	['Drama', 'Action', 'Comedy', 'Adventure', 'War']
M	35	29.74	['Drama', 'Thriller', 'Action', 'Crime', 'Comedy']
F	35	28.34	['Drama', 'Comedy', 'Romance', 'Documentary', 'Thriller']
M	25	45.76	['Drama', 'Comedy', 'Thriller', 'War', 'Film-Noir']
M	35	35.1	['Drama', 'Comedy', 'Romance', 'Action', 'War']
M	25	34.64	['Action', 'Drama', 'War', 'Comedy', 'Adventure']
M	25	43.02	['Drama', 'Comedy', 'Romance', 'War', 'Documentary']
M	50	37.32	['Drama', 'Comedy', 'Documentary', 'Action', 'War']
F	56	44.56	['Drama', 'Comedy', 'Romance', 'Musical', 'Thriller']
M	35	54.96	['Comedy', 'Drama', 'Romance', 'Documentary', 'Thriller']
M	35	43.86	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	25	42.74	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
F	45	51.7	['Drama', 'Comedy', 'Thriller', 'War', 'Mystery']
F	25	31.8	['Drama', 'Comedy', 'Action', 'Animation', 'Sci-Fi']
M	25	48.62	['Drama', 'Comedy', 'Adventure', 'War', 'Thriller']
M	35	43.04	['Drama', 'Thriller', 'Crime', 'Comedy', 'Documentary']
M	18	24.06	['Drama', 'Romance', 'Comedy', 'Documentary', "Children's"]
M	50	54.48	['Drama', 'Comedy', 'Romance', 'Film-Noir', 'Thriller']
M	56	55.98	['Comedy', 'Drama', 'Romance', 'Thriller', 'Action']
F	25	30.98	['Drama', 'Thriller', 'Action', 'Crime', 'Comedy']
M	25	36.18	['Drama', 'Action', 'Thriller', 'Crime', 'Sci-Fi']
M	18	26.6	['Drama', 'Comedy', 'Documentary', 'Action', 'Animation']
M	45	41.06	['Drama', 'Documentary', 'Comedy', 'Romance', 'Animation']
M	25	37.06	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Documentary']
M	25	33.78	['Drama', 'Comedy', 'Action', 'Crime', 'Adventure']
M	25	47.6	['Drama', 'Comedy', 'Thriller', 'Romance', 'Crime']
M	56	52.8	['Drama', 'Comedy', 'Romance', 'Thriller', 'Film-Noir']
M	56	59.4	['Drama', 'Film-Noir', 'Thriller', 'Comedy', 'War']
F	18	33.0	['Drama', 'Action', 'Crime', 'Comedy', 'Thriller']
M	1	50.1	['Drama', 'Documentary', 'Comedy', 'Film-Noir', 'Crime']
M	18	26.26	['Drama', 'Action', 'Thriller', 'Comedy', 'War']
F	25	42.36	['Drama', 'Action', 'War', 'Adventure', 'Thriller']
M	25	49.96	['Drama', 'Comedy', 'Thriller', 'War', 'Adventure']
M	50	41.08	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Animation']
F	25	35.88	['Drama', 'Comedy', 'Animation', 'Action', 'Adventure']
F	35	36.78	['Drama', 'Comedy', 'War', 'Thriller', 'Mystery']
F	18	37.7	['Drama', 'Comedy', 'Romance', 'Thriller', 'Documentary']
F	18	39.94	['Drama', 'Action', 'War', 'Adventure', 'Comedy']
F	25	31.06	['Drama', 'Comedy', 'War', 'Crime', 'Documentary']
M	35	54.06	['Drama', 'Comedy', 'War', 'Film-Noir', 'Action']
F	25	24.38	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
M	35	42.46	['Drama', 'War', 'Action', 'Adventure', 'Thriller']
F	25	38.18	['Drama', 'Comedy', 'Romance', 'Musical', 'War']
M	25	41.64	['Drama', 'Comedy', 'Crime', 'War', 'Thriller']
F	25	44.7	['Drama', 'War', 'Film-Noir', 'Thriller', 'Comedy']
M	18	27.4	['Drama', 'Comedy', 'Horror', 'Romance', "Children's"]
M	35	45.86	['Drama', 'Comedy', 'Romance', 'War', 'Thriller']
F	1	29.52	['Drama', 'Documentary', 'Comedy', 'Sci-Fi', 'Romance']
M	18	27.24	['Drama', 'Action', 'Comedy', 'Thriller', 'War']
M	25	22.1	['Drama', 'Comedy', 'War', 'Documentary', 'Romance']
M	25	32.66	['Drama', 'Action', 'Comedy', 'Adventure', 'Animation']
M	35	52.9	['Drama', 'War', 'Thriller', 'Action', 'Comedy']
M	56	40.98	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
M	45	36.48	['Drama', 'Comedy', 'Documentary', 'Romance', 'Film-Noir']
M	18	24.8	['Drama', 'Comedy', 'Action', 'Adventure', 'Animation']
F	35	36.96	['Drama', 'Comedy', 'Romance', 'Musical', 'Thriller']
M	25	30.66	['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']
M	25	26.6	['Drama', 'Action', 'Thriller', 'Comedy', 'Adventure']
M	25	37.06	['Comedy', 'Drama', 'Documentary', 'Crime', 'Romance']
F	18	30.86	['Drama', 'Comedy', 'Action', 'Adventure', 'Romance']
M	25	29.22	['Drama', 'Action', 'Comedy', 'Thriller', 'Sci-Fi']
M	35	37.28	['Drama', 'Comedy', 'Action', 'War', 'Animation']
F	25	38.9	['Drama', 'Comedy', 'War', 'Thriller', 'Animation']
M	18	43.08	['Drama', 'Comedy', 'War', 'Crime', 'Action']
M	18	31.0	['Drama', 'Action', 'Romance', 'Adventure', 'Comedy']
F	56	34.52	['Drama', 'Comedy', 'Documentary', 'Animation', 'Thriller']
M	35	38.78	['Drama', 'Documentary', 'Comedy', 'War', 'Film-Noir']
M	25	42.64	['Drama', 'War', 'Action', 'Thriller', 'Crime']
M	1	22.28	['Drama', 'Comedy', 'Action', 'Romance', 'Animation']
F	35	29.8	['Comedy', 'Action', 'Drama', 'Adventure', 'Sci-Fi']
M	18	31.66	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
M	18	32.98	['Drama', 'Comedy', 'War', 'Romance', 'Crime']
F	25	33.26	['Drama', 'Romance', 'Comedy', 'War', 'Thriller']
M	50	33.92	['Drama', 'Comedy', 'Animation', 'Action', 'Sci-Fi']
M	35	41.68	['Drama', 'Comedy', 'Documentary', 'Crime', 'Romance']
M	25	37.38	['Drama', 'Comedy', 'War', 'Action', 'Adventure']
M	18	50.98	['Drama', 'Crime', 'Comedy', 'Documentary', 'Action']
M	18	31.3	['Drama', 'Comedy', 'Action', 'Thriller', 'Adventure']
M	45	41.76	['Drama', 'Comedy', 'Film-Noir', 'War', 'Thriller']
M	25	28.08	['Drama', 'Romance', 'Documentary', 'Crime', 'Comedy']
M	35	30.44	['Drama', 'War', 'Comedy', 'Action', 'Crime']
M	25	42.52	['Drama', 'Comedy', 'Documentary', 'Horror', 'Action']
M	50	37.6	['Drama', 'Comedy', 'Thriller', 'Documentary', 'Animation']
F	35	45.78	['Drama', 'Comedy', 'Romance', 'Musical', 'War']
M	56	28.08	['Drama', 'Comedy', 'Thriller', 'War', 'Crime']
M	25	34.5	['Comedy', 'Drama', 'Romance', 'Action', 'Adventure']
M	25	39.9	['Drama', 'Comedy', 'Action', 'Thriller', 'War']
M	45	38.2	['Drama', 'Crime', 'Thriller', 'Action', 'Documentary']
F	25	24.26	['Drama', 'Comedy', 'Documentary', 'Romance', 'Action']
F	35	40.4	['Drama', 'Comedy', 'Romance', 'Musical', 'Documentary']
M	35	40.06	['Drama', 'Comedy', 'Thriller', 'Action', 'War']
M	35	49.68	['Drama', 'Comedy', 'War', 'Thriller', 'Film-Noir']
F	25	32.94	['Comedy', 'Drama', 'Romance', 'Animation', 'Action']
M	18	31.42	['Comedy', 'Drama', 'Romance', 'Action', 'Sci-Fi']
F	18	31.26	['Drama', 'Romance', 'Comedy', "Children's", 'Thriller']
M	45	40.56	['Drama', 'Comedy', 'War', 'Animation', 'Thriller']
M	18	37.26	['Drama', 'Comedy', 'Thriller', 'Crime', 'Action']
M	35	37.8	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Romance']
M	50	41.28	['Drama', 'Comedy', 'War', 'Adventure', 'Romance']
F	35	40.52	['Drama', 'War', 'Action', 'Romance', 'Adventure']
F	25	32.18	['Drama', 'Romance', 'Comedy', 'Action', 'Adventure']
F	35	28.02	['Drama', 'Action', 'Adventure', 'War', 'Comedy']
F	25	25.84	['Drama', 'Action', 'Thriller', 'Crime', 'War']
M	35	50.3	['Drama', 'Comedy', 'War', 'Romance', 'Crime']
M	35	38.26	['Drama', 'Comedy', 'Thriller', 'Animation', 'Action']
M	25	45.58	['Drama', 'Comedy', 'Documentary', 'Animation', 'Film-Noir']
M	25	36.9	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
M	25	42.24	['Drama', 'Comedy', 'Romance', 'Action', 'War']
M	18	50.78	['Drama', 'Comedy', 'War', 'Thriller', 'Film-Noir']
M	18	41.3	['Drama', 'Comedy', 'Crime', 'Action', 'Documentary']
M	25	52.18	['Drama', 'Comedy', 'Adventure', 'War', 'Action']
M	25	51.86	['Drama', 'Comedy', 'War', 'Romance', 'Thriller']
F	18	50.96	['Drama', 'Comedy', 'Thriller', 'Mystery', 'Documentary']
M	18	34.44	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
M	50	57.26	['Drama', 'Comedy', 'Thriller', 'Romance', 'Adventure']
M	18	52.4	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
M	25	28.9	['Drama', 'Comedy', 'Action', 'Romance', 'Thriller']
M	25	30.62	['Drama', 'Comedy', 'Documentary', 'Crime', 'Action']
M	35	29.46	['Drama', 'Action', 'Comedy', 'Crime', 'Adventure']
F	25	38.86	['Drama', 'Comedy', 'Documentary', 'War', 'Animation']
M	35	35.22	['Drama', 'Action', 'Thriller', 'Comedy', 'War']
M	35	23.56	['Drama', 'Comedy', 'Documentary', 'Animation', 'Action']
F	25	26.06	['Drama', 'Documentary', 'Comedy', 'Crime', 'War']
M	35	26.3	['Drama', 'Action', 'Documentary', 'Comedy', 'Thriller']
F	1	54.28	['Comedy', 'Romance', 'Drama', 'Musical', 'Mystery']
M	25	48.04	['Drama', 'Documentary', 'Crime', 'War', 'Film-Noir']
F	25	40.42	['Drama', 'Comedy', 'Documentary', 'Crime', 'Romance']
M	45	37.36	['Drama', 'War', 'Comedy', 'Documentary', 'Thriller']
M	25	34.1	['Drama', 'Thriller', 'Action', 'Comedy', 'Crime']
M	25	50.54	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	45	50.22	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Thriller']
F	25	30.92	['Drama', 'Comedy', 'Documentary', 'War', 'Thriller']
M	25	34.84	['Drama', 'Action', 'War', 'Comedy', 'Crime']
M	25	45.84	['Drama', 'Comedy', 'Documentary', 'Crime', 'War']
M	18	49.18	['Drama', 'Comedy', 'Film-Noir', 'Documentary', 'Crime']
M	25	35.04	['Drama', 'Action', 'War', 'Adventure', 'Comedy']
F	56	47.52	['Drama', 'Comedy', 'War', 'Animation', 'Action']
M	1	30.5	['Drama', 'Comedy', 'Romance', "Children's", 'Adventure']
M	18	47.32	['Drama', 'Comedy', 'Thriller', 'War', 'Adventure']
M	50	36.68	['Drama', 'Documentary', 'Horror', 'Comedy', 'Thriller']
M	25	47.16	['Drama', 'Thriller', 'Film-Noir', 'Comedy', 'War']
M	50	44.08	['Drama', 'Thriller', 'War', 'Crime', 'Comedy']
M	45	26.0	['Drama', 'Comedy', 'Romance', 'Action', 'Thriller']
M	18	28.68	['Drama', 'Comedy', 'Sci-Fi', 'Documentary', 'Crime']
M	35	31.98	['Drama', 'Comedy', 'Action', 'Crime', 'War']
F	45	51.46	['Drama', 'Comedy', 'Thriller', 'Romance', 'War']
M	35	46.02	['Drama', 'War', 'Action', 'Thriller', 'Adventure']
F	35	39.22	['Drama', 'Documentary', 'Comedy', 'War', 'Action']
M	25	43.4	['Drama', 'Film-Noir', 'War', 'Action', 'Comedy']
M	35	45.24	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Romance']
M	18	31.84	['Action', 'Drama', 'Adventure', 'War', 'Thriller']
F	45	32.94	['Drama', 'Comedy', 'War', 'Romance', 'Action']
M	25	49.5	['Drama', 'Comedy', 'Thriller', 'Mystery', 'Romance']
M	18	35.9	['Drama', 'Comedy', 'Action', 'War', 'Crime']
M	25	30.38	['Comedy', 'Drama', 'Documentary', 'Romance', 'Crime']
M	1	39.46	['Drama', 'Comedy', 'Action', 'Adventure', 'War']
M	56	41.02	['Drama', 'Comedy', 'Romance', 'Musical', 'Western']
M	45	37.26	['Drama', 'Thriller', 'Comedy', 'Crime', 'Action']
M	18	40.4	['Drama', 'Comedy', 'Documentary', 'Animation', 'Action']
M	56	40.88	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
M	35	47.68	['Drama', 'Action', 'War', 'Adventure', 'Sci-Fi']
F	1	38.84	['Drama', 'Comedy', 'Documentary', 'War', 'Thriller']
F	45	42.8	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
M	25	50.94	['Drama', 'Action', 'Adventure', 'War', 'Crime']
M	25	23.08	['Drama', 'Comedy', 'Romance', 'War', 'Action']
M	35	40.16	['Drama', 'Crime', 'Action', 'Thriller', 'Film-Noir']
M	25	42.36	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
M	35	57.04	['Drama', 'Comedy', 'Documentary', 'War', 'Film-Noir']
M	50	44.02	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Documentary']
M	35	24.7	['Action', 'Comedy', 'Drama', 'War', 'Thriller']
F	50	46.28	['Drama', 'Comedy', 'War', 'Thriller', 'Adventure']
F	45	45.52	['Drama', 'Comedy', 'Romance', 'Documentary', 'Thriller']
M	56	40.82	['Drama', 'Comedy', 'Thriller', 'Romance', 'War']
M	25	49.34	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Thriller']
M	25	42.62	['Drama', 'Comedy', 'Romance', "Children's", 'Musical']
M	18	28.84	['Drama', 'Comedy', 'Documentary', 'Animation', 'Sci-Fi']
F	18	45.36	['Drama', 'Comedy', 'Romance', 'Adventure', 'Action']
M	45	41.46	['Drama', 'Comedy', 'War', 'Action', 'Adventure']
F	25	32.04	['Drama', 'Comedy', 'Romance', 'Documentary', 'Animation']
M	56	35.94	['Drama', 'Action', 'Adventure', 'Romance', 'Comedy']
F	35	32.18	['Drama', 'Comedy', 'Action', 'Adventure', 'Romance']
F	25	46.9	['Drama', 'Comedy', 'Romance', 'Musical', 'Animation']
M	25	36.88	['Drama', 'Comedy', 'War', 'Crime', 'Film-Noir']
M	45	51.9	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'War']
F	18	30.72	['Drama', 'Action', 'Thriller', 'Crime', 'Adventure']
M	50	35.52	['Drama', 'Action', 'Thriller', 'Comedy', 'Crime']
M	25	27.78	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	25	44.28	['Drama', 'Comedy', 'Thriller', 'Action', 'Crime']
F	18	29.26	['Drama', 'Comedy', 'Adventure', 'Action', 'Romance']
F	25	34.1	['Drama', 'Comedy', 'War', 'Documentary', 'Adventure']
M	25	33.72	['Drama', 'Comedy', 'Action', 'War', 'Crime']
F	25	40.0	['Drama', 'Comedy', 'Documentary', 'Crime', 'War']
M	35	42.66	['Drama', 'Comedy', 'Romance', 'Musical', 'War']
F	50	31.9	['Drama', 'Comedy', 'Thriller', 'Action', 'War']
M	25	33.9	['Drama', 'Comedy', 'Documentary', 'Crime', 'Thriller']
M	35	35.3	['Drama', 'Action', 'War', 'Thriller', 'Crime']
F	35	33.6	['Drama', 'Comedy', 'Thriller', 'Action', 'Animation']
M	25	29.84	['Drama', 'War', 'Romance', 'Comedy', 'Western']
M	25	39.28	['Drama', 'Crime', 'Thriller', 'War', 'Action']
M	25	35.94	['Drama', 'Comedy', 'Film-Noir', 'Crime', 'Documentary']
M	25	38.64	['Drama', 'Action', 'Thriller', 'Crime', 'War']
M	50	50.86	['Drama', 'Comedy', 'War', 'Romance', 'Thriller']
M	25	29.96	['Drama', 'Action', 'Thriller', 'Adventure', 'Comedy']
F	18	32.9	['Drama', 'Comedy', 'Animation', 'Thriller', 'Adventure']
M	56	34.1	['Drama', 'Comedy', 'Romance', 'Crime', 'Action']
M	35	30.7	['Drama', 'Comedy', 'Thriller', 'War', 'Animation']
F	56	24.84	['Drama', 'Comedy', 'Action', 'Romance', "Children's"]
M	25	43.4	['Drama', 'Comedy', 'War', 'Thriller', 'Action']
F	35	34.56	['Drama', 'Comedy', 'Action', 'Adventure', 'Thriller']
F	35	34.94	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
M	25	39.68	['Drama', 'Thriller', 'Action', 'Documentary', 'Crime']
M	56	39.8	['Drama', 'War', 'Thriller', 'Comedy', 'Action']
M	25	46.02	['Drama', 'Comedy', 'Thriller', 'Crime', 'Animation']
M	18	27.16	['Drama', 'Comedy', 'War', 'Crime', 'Action']
M	25	33.48	['Drama', 'Action', 'War', 'Sci-Fi', 'Crime']
M	25	33.5	['Drama', 'Action', 'War', 'Crime', 'Thriller']
M	50	35.38	['Drama', 'Action', 'Thriller', 'War', 'Comedy']
M	50	48.32	['Drama', 'War', 'Comedy', 'Thriller', 'Crime']
M	50	39.32	['Drama', 'Action', 'Crime', 'War', 'Documentary']
M	35	54.34	['Drama', 'Comedy', 'Romance', 'Thriller', 'Crime']
M	18	33.1	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
M	18	26.7	['Drama', 'Comedy', 'Thriller', 'Crime', 'War']
M	45	53.5	['Drama', 'Comedy', 'Thriller', 'Mystery', 'Romance']
M	25	49.98	['Drama', 'Documentary', 'Comedy', 'Film-Noir', 'Adventure']
F	35	40.5	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
F	45	39.28	['Drama', 'Documentary', 'Thriller', 'Horror', 'Sci-Fi']
M	35	46.04	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Animation']
F	50	52.94	['Comedy', 'Drama', 'Romance', 'Thriller', 'Film-Noir']
F	50	44.34	['Drama', 'War', 'Comedy', 'Romance', 'Documentary']
M	18	37.3	['Drama', 'Documentary', 'Comedy', 'War', 'Sci-Fi']
F	25	21.28	['Comedy', 'Drama', 'Romance', 'Action', 'Adventure']
M	50	35.12	['Drama', 'Comedy', 'Romance', 'War', 'Documentary']
M	25	29.9	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	25	42.62	['Drama', 'Comedy', 'Thriller', 'Mystery', 'Crime']
M	56	59.6	['Comedy', 'Drama', 'Romance', 'Thriller', 'Mystery']
M	50	55.8	['Drama', 'Thriller', 'Comedy', 'Mystery', 'Film-Noir']
M	35	54.6	['Drama', 'Comedy', 'Romance', 'War', 'Thriller']
M	18	22.7	['Drama', 'Comedy', 'Romance', 'Documentary', 'Animation']
M	35	36.52	['Drama', 'Comedy', 'Documentary', 'Crime', 'Thriller']
M	45	34.7	['Drama', 'Comedy', 'Action', 'War', 'Crime']
F	50	42.04	['Drama', 'Comedy', 'Crime', 'War', 'Thriller']
F	45	41.82	['Drama', 'Comedy', 'Romance', 'Musical', 'Animation']
M	1	27.92	['Drama', 'Comedy', 'Documentary', 'Crime', 'Action']
M	18	23.74	['Drama', 'Comedy', 'Documentary', 'Romance', 'Thriller']
M	56	44.68	['Drama', 'Comedy', 'Thriller', 'Adventure', 'Action']
F	35	32.66	['Drama', 'Comedy', 'Documentary', 'Romance', 'Animation']
F	18	26.84	['Drama', "Children's", 'Comedy', 'Romance', 'Animation']
M	25	26.76	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
M	18	40.12	['Drama', 'Comedy', 'Documentary', 'War', 'Film-Noir']
M	25	43.36	['Drama', 'Comedy', 'War', 'Thriller', 'Animation']
M	25	29.04	['Action', 'Adventure', 'Sci-Fi', 'Drama', 'Thriller']
M	25	20.9	['Drama', 'Action', 'Comedy', 'Romance', 'Thriller']
F	45	18.78	['Drama', 'Romance', 'Comedy', 'Documentary', 'War']
